"", "ID1", "Year", "ID2", "Latitude", "Longitude", "Elevation", "Tmax01", "Tmax02", "Tmax03", "Tmax04", "Tmax05", "Tmax06", "Tmax07", "Tmax08", "Tmax09", "Tmax10", "Tmax11", "Tmax12", "Tmin01", "Tmin02", "Tmin03", "Tmin04", "Tmin05", "Tmin06", "Tmin07", "Tmin08", "Tmin09", "Tmin10", "Tmin11", "Tmin12", "Tave01", "Tave02", "Tave03", "Tave04", "Tave05", "Tave06", "Tave07", "Tave08", "Tave09", "Tave10", "Tave11", "Tave12", "PPT01", "PPT02", "PPT03", "PPT04", "PPT05", "PPT06", "PPT07", "PPT08", "PPT09", "PPT10", "PPT11", "PPT12", "DD_0_01", "DD_0_02", "DD_0_03", "DD_0_04", "DD_0_05", "DD_0_06", "DD_0_07", "DD_0_08", "DD_0_09", "DD_0_10", "DD_0_11", "DD_0_12", "DD5_01", "DD5_02", "DD5_03", "DD5_04", "DD5_05", "DD5_06", "DD5_07", "DD5_08", "DD5_09", "DD5_10", "DD5_11", "DD5_12", "DD_18_01", "DD_18_02", "DD_18_03", "DD_18_04", "DD_18_04", "DD_18_05", "DD_18_06", "DD_18_07", "DD_18_08", "DD_18_09", "DD_18_10", "DD_18_11", "DD_18_12", "DD18_01", "DD18_02", "DD18_03", "DD18_04", "DD18_05", "DD18_06", "DD18_07", "DD18_08", "DD18_09", "DD18_10", "DD18_11", "DD18_12", "NFFD01", "NFFD02", "NFFD03", "NFFD04", "NFFD05", "NFFD06", "NFFD07", "NFFD08", "NFFD09", "NFFD10", "NFFD11", "NFFD12", "PAS01", "PAS02", "PAS03", "PAS04", "PAS05", "PAS06", "PAS07", "PAS08", "PAS09", "PAS10", "PAS11", "PAS12", "Eref01", "Eref02", "Eref03", "Eref04", "Eref05", "Eref06", "Eref07", "Eref08", "Eref09", "Eref10", "Eref11", "Eref12", "CMD01", "CMD02", "CMD03", "CMD04", "CMD05", "CMD06", "CMD07", "CMD08", "CMD09", "CMD10", "CMD11", "CMD12", "RH01", "RH02", "RH03", "RH04", "RH05", "RH06", "RH07", "RH08", "RH09", "RH10", "RH11", "RH12", "NA_L1NAME"
"887324", "ak056.crn", 1904, "ARRC", 63.11667, -149, 100, -15.7, -16.3, -10.2, 0.4, 8.4, 16.1, 17.6, 11.9, 6.8, -3.5, -12.7, -11.7, -28, -32, -25.5, -11.6, -5.2, 2.2, 5.8, -0.5, -4.9, -13, -21.4, -22.6, -21.9, -24.1, -17.8, -5.6, 1.6, 9.2, 11.7, 5.7, 1, -8.3, -17.1, -17.1, 20, 36, 24, 11, 17, 41, 99, 135, 54, 32, 21, 34, 678, 675, 555, 186, 30, 1, 0, 1, 29, 221, 508, 531, 0, 0, 0, 2, 15, 128, 207, 54, 13, 1, 0, 0, 1233, 1176, 1112, 707, 707, 507, 266, 196, 383, 512, 817, 1051, 1085, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 22, 30, 11, 3, 0, 0, 0, 20, 36, 24, 11, 11, 2, 2, 25, 28, 27, 28, 17, 0, 0, 0, 0, 58, 90, 88, 56, 26, 0, 0, 0, 0, 0, 0, 0, 41, 48, 0, 0, 0, 0, 0, 0, 45, 33, 37, 52, 53, 56, 63, 59, 58, 60, 60, 59, "NORTHWESTERN FORESTED MOUNTAINS"
"887590", "ak056.crn", 1967, "ARRC", 63.11667, -149, 100, -13.7, -12.7, -7.7, -1.7, 8.4, 17.6, 16, 15, 9.4, -2.7, -7.5, -11.7, -27.9, -24.6, -21.3, -12, -6.1, 3.1, 5.2, 4, -1.8, -12.5, -16.2, -23.5, -20.8, -18.6, -14.5, -6.8, 1.2, 10.3, 10.6, 9.5, 3.8, -7.6, -11.9, -17.6, 31, 29, 125, 67, 53, 105, 195, 143, 64, 16, 103, 63, 645, 523, 452, 212, 37, 0, 0, 0, 9, 214, 355, 546, 0, 0, 0, 2, 13, 161, 171, 138, 32, 1, 0, 0, 1199, 1022, 1010, 744, 744, 522, 231, 231, 265, 427, 796, 895, 1099, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 2, 24, 30, 27, 9, 0, 0, 0, 31, 29, 125, 66, 36, 2, 7, 8, 17, 31, 106, 34, 0, 0, 0, 0, 59, 96, 81, 61, 29, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 39, 47, 43, 58, 50, 55, 65, 64, 62, 59, 62, 36, "NORTHWESTERN FORESTED MOUNTAINS"
"887856", "ak056.crn", 1972, "ARRC", 63.11667, -149, 100, -16.7, -14.8, -13.8, -6, 6.6, 15.1, 19, 15, 5.8, -4.8, -9.5, -12.7, -28.1, -26.7, -28, -19.5, -5.3, 1.5, 5.5, 3.4, -4.2, -11.5, -18, -22.7, -22.4, -20.8, -20.9, -12.8, 0.6, 8.3, 12.3, 9.2, 0.8, -8.2, -13.8, -17.7, 23, 25, 21, 10, 14, 60, 61, 48, 208, 37, 26, 40, 695, 582, 649, 387, 46, 1, 0, 0, 31, 220, 412, 548, 0, 0, 0, 0, 11, 106, 226, 129, 12, 1, 0, 0, 1249, 1081, 1208, 921, 921, 539, 291, 178, 274, 517, 814, 952, 1101, 0, 0, 0, 0, 0, 1, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 2, 19, 30, 26, 4, 0, 0, 0, 23, 25, 21, 10, 10, 4, 1, 3, 40, 68, 32, 45, 0, 0, 0, 0, 52, 86, 96, 62, 24, 0, 0, 0, 0, 0, 0, 0, 38, 26, 34, 14, 0, 0, 0, 0, 48, 46, 39, 45, 57, 57, 58, 63, 64, 71, 62, 45, "NORTHWESTERN FORESTED MOUNTAINS"
"888122", "ak056.crn", 1947, "ARRC", 63.11667, -149, 100, -20.4, -9.6, -4.7, -1.8, 7.9, 14.2, 16.8, 12.5, 6.8, -2, -4.5, -7.2, -32.3, -20.2, -17.4, -12.4, -5.1, 0.7, 4.9, 0.5, -3.1, -11.2, -14.5, -18, -26.4, -14.9, -11.1, -7.1, 1.4, 7.4, 10.9, 6.5, 1.9, -6.6, -9.5, -12.6, 63, 12, 29, 10, 15, 27, 49, 112, 131, 28, 48, 13, 817, 420, 346, 219, 33, 1, 0, 1, 20, 201, 249, 393, 0, 0, 1, 1, 14, 86, 180, 66, 18, 2, 1, 0, 1371, 918, 903, 752, 752, 514, 317, 222, 358, 484, 764, 824, 945, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 16, 29, 15, 6, 0, 0, 0, 63, 12, 29, 9, 10, 3, 1, 17, 22, 44, 29, 56, 0, 0, 0, 0, 56, 83, 86, 56, 25, 0, 0, 0, 0, 0, 0, 0, 42, 56, 36, 0, 0, 0, 0, 0, 44, 54, 47, 57, 54, 57, 63, 61, 64, 62, 58, 40, "NORTHWESTERN FORESTED MOUNTAINS"
"888388", "ak056.crn", 1989, "ARRC", 63.11667, -149, 100, -18.8, -11.8, -7.7, 1.5, 8.3, 16.7, 18.3, 15.5, 9.4, -3.9, -14, -6.2, -31.2, -22.8, -23.4, -10, -4, 2.3, 6, 4.8, 0.1, -11.3, -22.4, -17.8, -25, -17.3, -15.5, -4.2, 2.2, 9.5, 12.1, 10.1, 4.7, -7.6, -18.2, -12, 28, 62, 18, 7, 47, 89, 85, 130, 110, 95, 33, 51, 774, 487, 484, 154, 23, 0, 0, 0, 6, 215, 543, 375, 0, 0, 0, 4, 18, 137, 221, 157, 43, 1, 0, 1, 1329, 985, 1042, 666, 666, 491, 256, 183, 245, 398, 797, 1086, 927, 0, 0, 0, 0, 0, 1, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 4, 22, 30, 29, 14, 0, 0, 0, 28, 62, 18, 7, 28, 3, 2, 6, 34, 48, 24, 27, 0, 0, 0, 0, 57, 92, 91, 61, 28, 0, 0, 0, 0, 0, 0, 0, 10, 3, 6, 0, 0, 0, 0, 0, 43, 51, 37, 55, 57, 55, 61, 66, 68, 68, 61, 48, "NORTHWESTERN FORESTED MOUNTAINS"
"888654", "ak056.crn", 1973, "ARRC", 63.11667, -149, 100, -18.2, -12.5, -7.7, 0, 9, 15.3, 16, 11.5, 7.9, -5.3, -14.7, -10.7, -28.9, -24.9, -20.1, -10, -5.3, 2.3, 5.1, 2.4, -2.2, -13.1, -23.6, -21.4, -23.5, -18.7, -13.9, -5, 1.8, 8.8, 10.6, 6.9, 2.8, -9.2, -19.2, -16.1, 37, 5, 22, 8, 18, 50, 107, 128, 37, 29, 38, 12, 729, 524, 434, 173, 27, 1, 0, 1, 14, 229, 570, 498, 0, 0, 0, 3, 16, 118, 171, 74, 24, 1, 0, 0, 1284, 1023, 991, 690, 690, 502, 277, 231, 345, 455, 847, 1113, 1052, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 22, 29, 23, 8, 0, 0, 0, 37, 5, 22, 8, 12, 3, 4, 17, 117, 37, 26, 40, 0, 0, 0, 0, 60, 86, 81, 50, 26, 0, 0, 0, 0, 0, 0, 0, 42, 35, 0, 0, 0, 0, 0, 0, 50, 46, 47, 59, 51, 59, 65, 70, 65, 66, 59, 55, "NORTHWESTERN FORESTED MOUNTAINS"
"888920", "ak056.crn", 2003, "ARRC", 63.11667, -149, 100, -8, -5.7, -7.5, 1.6, 7.8, 17.1, 16.6, 13.6, 7.3, 0.1, -8.8, -12.1, -19.3, -13.2, -20.9, -11.5, -3.9, 2.7, 6.4, 3.8, -2.7, -7.9, -16.9, -24.2, -13.6, -9.5, -14.2, -4.9, 2, 9.9, 11.5, 8.7, 2.3, -3.9, -12.8, -18.2, 15, 43, 10, 5, 19, 38, 97, 114, 97, 35, 73, 42, 425, 264, 443, 171, 26, 0, 0, 0, 17, 149, 384, 563, 0, 1, 0, 3, 17, 148, 201, 115, 20, 4, 0, 0, 979, 765, 1000, 688, 688, 497, 244, 202, 290, 471, 681, 924, 1117, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 23, 30, 27, 7, 1, 0, 0, 15, 42, 10, 5, 12, 1, 2, 9, 35, 56, 10, 24, 0, 0, 0, 0, 55, 94, 81, 56, 26, 0, 0, 0, 0, 0, 0, 0, 36, 56, 0, 0, 0, 0, 0, 0, 52, 67, 44, 50, 59, 55, 68, 68, 65, 67, 64, 62, "NORTHWESTERN FORESTED MOUNTAINS"
"889186", "ak056.crn", 2012, "ARRC", 63.11667, -149, 100, -18.3, -7.9, -9, 3.2, 8.2, 16.1, 14.8, 13.2, 7, -3.9, -7.1, -14.3, -29.7, -16.8, -24.3, -10.1, -4.7, 3.4, 5, 3.1, -1, -11.9, -15.4, -24.7, -24, -12.4, -16.6, -3.5, 1.8, 9.7, 9.9, 8.2, 3, -7.9, -11.2, -19.5, 44, 32, 28, 7, 15, 61, 77, 94, 175, 42, 26, 33, 743, 349, 518, 134, 28, 0, 0, 0, 13, 218, 336, 605, 0, 1, 0, 5, 16, 144, 150, 101, 25, 1, 1, 0, 1298, 846, 1076, 644, 644, 503, 248, 252, 307, 450, 806, 875, 1159, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 25, 29, 25, 11, 0, 0, 0, 44, 32, 28, 7, 10, 2, 3, 9, 11, 16, 26, 66, 0, 0, 0, 0, 57, 87, 75, 56, 24, 0, 0, 0, 0, 0, 0, 0, 42, 27, 0, 0, 0, 0, 0, 0, 47, 61, 37, 50, 55, 60, 68, 67, 72, 66, 64, 55, "NORTHWESTERN FORESTED MOUNTAINS"
"889452", "ak056.crn", 1980, "ARRC", 63.11667, -149, 100, -11.9, -4.3, -5.3, 2.8, 9.5, 14.3, 15.9, 12.6, 7.4, -0.3, -5.5, -22.1, -24.2, -15.6, -18.6, -10.3, -4.3, 2.4, 5.4, 1.9, -2.5, -8.7, -14.6, -31.4, -18.1, -10, -12, -3.8, 2.6, 8.3, 10.7, 7.3, 2.5, -4.5, -10, -26.7, 86, 32, 8, 39, 18, 113, 100, 102, 115, 35, 17, 11, 562, 273, 374, 142, 19, 1, 0, 1, 16, 161, 301, 826, 0, 1, 1, 4, 21, 107, 174, 81, 21, 3, 1, 0, 1116, 779, 931, 652, 652, 478, 290, 227, 334, 466, 699, 840, 1382, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 22, 30, 21, 7, 1, 0, 0, 86, 31, 8, 38, 10, 7, 3, 12, 15, 40, 79, 23, 0, 0, 0, 0, 62, 81, 80, 55, 26, 0, 0, 0, 0, 0, 0, 0, 43, 0, 0, 0, 0, 0, 0, 0, 46, 53, 45, 50, 53, 62, 66, 65, 65, 65, 61, 45, "NORTHWESTERN FORESTED MOUNTAINS"
"889718", "ak056.crn", 2002, "ARRC", 63.11667, -149, 100, -5.5, -10.4, -6.9, -4.2, 10.1, 15, 16.6, 12.9, 8.5, -0.8, -3, -7.7, -16.3, -20.7, -23, -15.3, -4, 2.3, 5.8, 3, 0, -7, -10, -16.3, -10.9, -15.5, -14.9, -9.7, 3.1, 8.7, 11.2, 8, 4.2, -3.9, -6.5, -12, 32, 7, 23, 13, 10, 54, 123, 164, 126, 60, 11, 24, 340, 437, 465, 298, 15, 1, 0, 0, 8, 149, 207, 374, 0, 0, 0, 0, 25, 115, 191, 97, 37, 4, 1, 0, 895, 935, 1022, 831, 831, 464, 281, 211, 313, 413, 682, 735, 927, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 22, 30, 25, 14, 2, 1, 0, 31, 7, 23, 13, 5, 3, 3, 16, 11, 29, 8, 8, 0, 0, 0, 0, 64, 84, 82, 55, 26, 0, 0, 0, 0, 0, 0, 0, 53, 30, 0, 0, 0, 0, 0, 0, 54, 54, 36, 54, 52, 59, 66, 67, 71, 74, 70, 49, "NORTHWESTERN FORESTED MOUNTAINS"
"889984", "ak056.crn", 2001, "ARRC", 63.11667, -149, 100, -3.9, -7.5, -7.5, 0.3, 5.9, 18.1, 13.6, 14, 10.1, -5.9, -12.4, -14.4, -13.7, -18.1, -19.2, -10.4, -5.2, 3.4, 6.5, 4.2, -1.9, -12.8, -19.9, -25.8, -8.8, -12.8, -13.3, -5.1, 0.4, 10.7, 10.1, 9.1, 4.1, -9.4, -16.2, -20.1, 38, 51, 27, 11, 18, 27, 206, 85, 37, 29, 8, 8, 273, 360, 416, 174, 51, 0, 0, 0, 8, 230, 481, 622, 1, 0, 0, 3, 10, 173, 155, 127, 35, 1, 0, 0, 830, 858, 973, 691, 691, 547, 219, 247, 276, 417, 851, 1023, 1177, 0, 0, 0, 0, 0, 2, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 2, 25, 30, 28, 9, 0, 0, 0, 35, 51, 27, 11, 13, 0, 9, 6, 45, 31, 50, 16, 0, 0, 0, 0, 49, 98, 65, 57, 30, 0, 0, 0, 0, 0, 0, 0, 31, 71, 0, 0, 0, 0, 0, 0, 59, 55, 50, 57, 60, 55, 76, 68, 60, 70, 65, 51, "NORTHWESTERN FORESTED MOUNTAINS"
"890250", "ak056.crn", 1966, "ARRC", 63.11667, -149, 100, -15.5, -13.8, -12.4, -0.1, 6.6, 18.6, 17, 14.2, 10.6, -4.1, -10.1, -12.6, -28, -25.6, -26.1, -13.5, -5.5, 2.4, 4.1, 1.6, -3, -12.5, -21.6, -27.8, -21.8, -19.7, -19.3, -6.8, 0.5, 10.5, 10.5, 7.9, 3.8, -8.3, -15.8, -20.2, 9, 116, 32, 11, 27, 62, 77, 95, 54, 31, 106, 34, 675, 552, 599, 211, 48, 0, 0, 0, 9, 221, 472, 625, 0, 0, 0, 2, 10, 166, 170, 95, 32, 1, 0, 0, 1229, 1052, 1157, 743, 743, 542, 226, 232, 315, 427, 817, 1014, 1179, 0, 0, 0, 0, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 22, 28, 20, 6, 0, 0, 0, 9, 116, 32, 11, 19, 1, 3, 9, 46, 53, 30, 83, 0, 0, 0, 0, 52, 102, 88, 61, 32, 0, 0, 0, 0, 0, 0, 0, 25, 40, 12, 0, 0, 0, 0, 0, 44, 47, 41, 47, 56, 51, 59, 59, 54, 64, 50, 40, "NORTHWESTERN FORESTED MOUNTAINS"
"890516", "ak056.crn", 1945, "ARRC", 63.11667, -149, 100, -5.5, -8.7, -7.8, -4.3, 4.7, 13.4, 14.8, 11.8, 7.5, -3.1, -15.4, -10.9, -16, -19.3, -21.6, -14.9, -7.1, 0.6, 4.6, 2.2, -2.3, -10.5, -24.1, -23.2, -10.8, -14, -14.7, -9.6, -1.2, 7, 9.7, 7, 2.6, -6.8, -19.8, -17, 9, 61, 29, 13, 20, 142, 134, 146, 75, 78, 46, 9, 336, 395, 459, 293, 84, 2, 0, 1, 15, 204, 588, 529, 0, 0, 0, 0, 6, 77, 143, 76, 23, 2, 0, 0, 891, 893, 1016, 826, 826, 595, 331, 259, 343, 461, 771, 1131, 1082, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 16, 29, 22, 8, 0, 0, 0, 8, 61, 29, 13, 15, 18, 6, 19, 83, 45, 20, 46, 0, 0, 0, 0, 0, 79, 76, 51, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 55, 54, 43, 55, 56, 59, 67, 68, 65, 69, 59, 49, "NORTHWESTERN FORESTED MOUNTAINS"
"890782", "ak056.crn", 1931, "ARRC", 63.11667, -149, 100, -4.1, -6.6, -6.3, -0.6, 5.3, 15.3, 14.2, 13.2, 7.2, -4.5, -7.8, -13.4, -17.6, -15.8, -20.4, -12.4, -6, 1.7, 4.2, 2.1, -2.7, -12.8, -18.8, -26.4, -10.8, -11.2, -13.4, -6.5, -0.4, 8.5, 9.2, 7.7, 2.2, -8.6, -13.3, -19.9, 11, 25, 17, 3, 27, 53, 52, 179, 127, 52, 72, 17, 339, 316, 417, 205, 65, 1, 0, 0, 18, 224, 397, 617, 1, 1, 0, 2, 8, 111, 129, 90, 20, 1, 0, 0, 894, 813, 974, 734, 734, 569, 286, 274, 322, 473, 829, 938, 1171, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 20, 28, 22, 7, 0, 0, 0, 10, 24, 17, 3, 20, 3, 3, 19, 57, 21, 60, 30, 0, 0, 0, 0, 0, 86, 74, 57, 25, 0, 0, 0, 0, 0, 0, 0, 0, 33, 22, 0, 0, 0, 0, 0, 45, 60, 42, 52, 59, 57, 67, 64, 65, 65, 53, 46, "NORTHWESTERN FORESTED MOUNTAINS"
"891048", "ak056.crn", 2007, "ARRC", 63.11667, -149, 100, -10.8, -13, -14.2, 3.1, 9.6, 17.3, 16.9, 16, 8.7, -4.5, -5.9, -10.5, -21.2, -23.5, -28.9, -9.7, -3, 3.2, 6.1, 4.5, 0.1, -11.5, -13.1, -20.3, -16, -18.3, -21.6, -3.3, 3.3, 10.2, 11.5, 10.3, 4.4, -8, -9.5, -15.4, 45, 7, 13, 4, 23, 74, 158, 92, 154, 25, 25, 19, 497, 512, 670, 131, 14, 0, 0, 0, 7, 219, 250, 477, 0, 0, 0, 2, 27, 158, 202, 160, 39, 1, 0, 0, 1052, 1011, 1228, 639, 639, 456, 234, 201, 242, 409, 809, 824, 1030, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 5, 24, 30, 28, 14, 0, 0, 0, 44, 7, 13, 4, 11, 2, 4, 4, 19, 38, 4, 39, 0, 0, 0, 0, 61, 94, 84, 64, 26, 0, 0, 0, 0, 0, 0, 0, 38, 20, 0, 0, 0, 0, 0, 0, 54, 53, 37, 51, 57, 56, 66, 63, 71, 70, 69, 54, "NORTHWESTERN FORESTED MOUNTAINS"
"891314", "ak056.crn", 1974, "ARRC", 63.11667, -149, 100, -16.2, -16, -8.1, 1.6, 11.6, 17.1, 16.5, 15.6, 11, -2.5, -9.7, -11.9, -27.8, -26.2, -23.1, -10.9, -4.9, 2.1, 4.6, 2.6, -0.6, -12.9, -19.6, -25.1, -22, -21.1, -15.6, -4.7, 3.3, 9.6, 10.6, 9.1, 5.2, -7.7, -14.7, -18.5, 4, 26, 11, 12, 11, 72, 122, 111, 55, 59, 47, 44, 683, 592, 486, 165, 13, 0, 0, 0, 5, 216, 438, 573, 0, 0, 0, 3, 27, 139, 171, 125, 49, 1, 0, 0, 1237, 1092, 1043, 680, 680, 456, 254, 231, 279, 385, 801, 980, 1127, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 3, 21, 29, 24, 12, 0, 0, 0, 4, 26, 11, 12, 5, 2, 4, 8, 14, 29, 38, 12, 0, 0, 0, 0, 70, 95, 85, 65, 32, 0, 0, 0, 0, 0, 0, 0, 58, 22, 0, 0, 0, 0, 0, 0, 47, 53, 38, 51, 46, 54, 62, 59, 61, 57, 56, 53, "NORTHWESTERN FORESTED MOUNTAINS"
"891580", "ak056.crn", 1946, "ARRC", 63.11667, -149, 100, -9.6, -11.3, -12.8, -3.5, 6.7, 17.1, 16.2, 12, 8.1, -1.4, -13.1, -17.2, -21.3, -21.9, -27, -14.4, -5.2, 2.4, 4.8, 0.9, -2.3, -8.6, -23.3, -30.7, -15.4, -16.6, -19.9, -8.9, 0.8, 9.7, 10.5, 6.4, 2.9, -5, -18.2, -23.9, 17, 35, 40, 12, 29, 40, 48, 96, 57, 45, 29, 56, 480, 465, 619, 273, 43, 0, 0, 1, 14, 173, 542, 740, 0, 0, 0, 1, 11, 143, 167, 65, 24, 3, 0, 0, 1035, 964, 1177, 807, 807, 535, 249, 234, 360, 454, 715, 1084, 1295, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 22, 29, 17, 8, 1, 0, 0, 17, 35, 40, 12, 20, 1, 2, 15, 30, 77, 46, 9, 0, 0, 0, 0, 52, 94, 83, 54, 27, 0, 0, 0, 0, 0, 0, 0, 23, 55, 35, 0, 0, 0, 0, 0, 49, 53, 39, 55, 57, 54, 64, 64, 63, 70, 54, 47, "NORTHWESTERN FORESTED MOUNTAINS"
"891846", "ak056.crn", 1917, "ARRC", 63.11667, -149, 100, -15.3, -7.4, -5.8, 0, 7.2, 14.4, 13.6, 15.6, 8, -3.2, -15.6, -21.1, -28.7, -20.5, -19.8, -13.7, -6.3, 1.4, 2.6, 1.5, -3.2, -12.9, -25.1, -33, -22, -14, -12.8, -6.9, 0.4, 7.9, 8.1, 8.6, 2.4, -8.1, -20.3, -27, 48, 58, 18, 10, 36, 92, 188, 48, 67, 43, 22, 8, 682, 393, 400, 212, 49, 1, 1, 0, 16, 219, 605, 836, 0, 0, 0, 2, 10, 96, 101, 112, 21, 1, 0, 0, 1237, 891, 957, 746, 746, 545, 304, 307, 294, 468, 811, 1149, 1392, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 19, 24, 20, 6, 0, 0, 0, 48, 58, 18, 10, 26, 7, 16, 4, 49, 81, 33, 31, 0, 0, 0, 0, 54, 83, 75, 67, 27, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 19, 0, 0, 0, 0, 41, 45, 43, 46, 52, 58, 64, 55, 61, 59, 56, 48, "NORTHWESTERN FORESTED MOUNTAINS"
"892112", "ak056.crn", 1988, "ARRC", 63.11667, -149, 100, -9.6, -8.1, -4.4, 0.7, 9.9, 16.8, 18, 14.6, 8.2, -5, -12, -6.6, -21.1, -19.3, -16, -10.3, -2.2, 3.7, 6.8, 3.4, -2.6, -12.9, -21.1, -19.1, -15.4, -13.7, -10.2, -4.8, 3.9, 10.3, 12.4, 9, 2.8, -9, -16.6, -12.9, 10, 35, 27, 11, 33, 91, 65, 98, 87, 49, 24, 27, 478, 385, 320, 167, 10, 0, 0, 0, 14, 227, 493, 400, 0, 0, 0, 1, 32, 160, 230, 123, 24, 1, 0, 0, 1033, 883, 876, 683, 683, 438, 232, 174, 281, 457, 839, 1035, 953, 0, 0, 0, 0, 0, 1, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 7, 26, 30, 26, 7, 0, 0, 0, 10, 35, 27, 11, 14, 2, 1, 7, 33, 21, 44, 28, 0, 0, 0, 0, 61, 91, 87, 60, 27, 0, 0, 0, 0, 0, 0, 0, 28, 0, 22, 0, 0, 0, 0, 0, 50, 52, 52, 56, 59, 59, 65, 64, 62, 66, 59, 46, "NORTHWESTERN FORESTED MOUNTAINS"
"892378", "ak056.crn", 1962, "ARRC", 63.11667, -149, 100, -10.2, -10.3, -10.3, -0.9, 6, 15.9, 17.9, 14.7, 6.3, -0.7, -9.6, -11.1, -24, -20.8, -24.2, -11.1, -5.6, 2.4, 5, 2.6, -3.8, -9.4, -19.5, -23.1, -17.1, -15.6, -17.2, -6, 0.2, 9.1, 11.4, 8.7, 1.3, -5.1, -14.6, -17.1, 61, 47, 92, 18, 25, 133, 98, 122, 102, 31, 9, 24, 532, 437, 536, 195, 54, 1, 0, 0, 26, 174, 435, 530, 0, 0, 0, 2, 9, 127, 198, 115, 14, 3, 0, 0, 1087, 936, 1094, 719, 719, 552, 267, 205, 290, 502, 717, 977, 1084, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 22, 29, 24, 5, 1, 0, 0, 60, 47, 92, 18, 18, 6, 2, 9, 70, 44, 28, 31, 0, 0, 0, 0, 50, 89, 91, 62, 24, 0, 0, 0, 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 42, 54, 41, 58, 58, 57, 60, 61, 64, 64, 56, 45, "NORTHWESTERN FORESTED MOUNTAINS"
"892644", "ak056.crn", 1976, "ARRC", 63.11667, -149, 100, -11.8, -15.5, -7.4, 1.1, 8.5, 17.4, 17.3, 15.8, 9, -4, -3.4, -8.3, -24.2, -28.4, -22.2, -11.4, -5.5, 2, 4.7, 2.7, -3.2, -12.5, -13, -19.9, -18, -22, -14.8, -5.1, 1.5, 9.7, 11, 9.3, 2.9, -8.3, -8.2, -14.1, 40, 11, 26, 11, 40, 17, 102, 51, 64, 57, 83, 22, 559, 615, 462, 176, 32, 0, 0, 0, 13, 221, 235, 438, 0, 0, 0, 3, 15, 143, 184, 131, 25, 1, 1, 0, 1114, 1115, 1019, 693, 693, 512, 250, 218, 273, 452, 817, 786, 990, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 2, 21, 29, 24, 6, 0, 0, 0, 40, 11, 26, 11, 26, 1, 3, 3, 31, 26, 41, 23, 0, 0, 0, 0, 59, 96, 89, 66, 29, 0, 0, 0, 0, 0, 0, 0, 19, 80, 0, 14, 0, 0, 0, 0, 46, 43, 39, 51, 51, 52, 61, 58, 58, 64, 60, 41, "NORTHWESTERN FORESTED MOUNTAINS"
